https://www.jalan.net/yad359153/,ウィークリーさっぽろ　アネックス 新型コロナウイルス感染症対策,1泊だけでも、長期でも♪旅行、出張、住まいに♪近隣に美味しい有名飲食店も沢山♪大通へ1駅、札幌駅へ2駅♪★キッチン、食器・調理器具付き♪★生活用品完備♪そのまま暮らせる♪★Wi-Fi全室無料♪,北海道札幌市中央区南８条西４丁目４２４－２０,jalan,1
https://www.jalan.net/yad397834/,呼人旅館,素泊まりは￥２０００と低価格。お泊まりの際は隣の松尾ジンギスカンでの受付となります。,北海道網走市呼人１７４ー２３,jalan,2
https://www.jalan.net/yad374738/,フェローハウス,五稜郭公園へ徒歩6分、電停まで徒歩3分の好立地。アットホームな雰囲気で我家に帰ったかのような小さな宿。お得な料金なので観光にもビジネスにもおすすめです。,北海道函館市本町２０－４,jalan,3
https://www.jalan.net/yad376960/,ビジネス民宿華の宿,函館新道七飯藤城ＩＣより5分新函館北斗駅より車で8分（駅からの送迎応相談)コンビニ徒歩3分,北海道亀田郡七飯町藤城２８９－３０,jalan,4
https://www.jalan.net/yad339592/,三笠天然温泉　太古の湯スパリゾート　HOTELTAIKO・別邸　旅籠,【札幌から車50分】樹齢1000年の天然木、床には鉄平石と天然素材が自慢の湯屋。宿泊棟「別館旅籠」は、古民家の古材を再生利用し和モダンな造り。じゃらん温泉スタンプラリー人気ランキング2年連続第１位。,北海道三笠市岡山１０４２－２０,jalan,5
https://www.jalan.net/yad324298/,コテージログハウス川湯 新型コロナウイルス感染症対策,"温泉街から3km、Wi-Fi,暖房,冷房,風呂,温水洗浄便座,布団,バスタオル,冷蔵庫,簡易キッチン,TV,電子レンジ,長屋型ミニコテージ一部屋貸し形式。買出3kmコンビニか22kmフクハラ摩周店。敷地内コインランドリ",北海道川上郡弟子屈町字アトサヌプリ原野７１線８８番地４,jalan,6
https://www.jalan.net/yad353622/,ゲストハウス余市,余市観光、積丹、小樽へも便利なロケーションです。,北海道余市郡余市町山田町３７９,jalan,7
https://www.jalan.net/yad393450/,ふる郷荘 新型コロナウイルス感染症対策,広いシェアキッチンのある素泊まり専用の小さめの宿です。気取らず、普段通りのんびりできます。,北海道富良野市北の峰町１４－５０,jalan,8
https://www.jalan.net/yad307496/,HOTEL NUPKA/NUPKA Hanare（ホテルヌプカ／ヌプカハナレ）,オリジナルビールと地元の食を味わう十勝を感じるリノベーションホテル。とてもコンパクトながら清潔なお部屋。男女別の相部屋も併設。夜の町なかを巡る馬車BARも運行中♪(月・火・金・土),北海道帯広市西２条南１０丁目２０－３,jalan,9
https://www.jalan.net/yad309068/,旅館 以木以（いこい）,≪癒≫気さくな主人と女将の温かいおもてなし♪≪美≫北限の地に広がる景色に目も心も癒される！≪食≫新鮮な海の幸をたっぷり舌で味わう♪≪快≫JR稚内駅から徒歩圏内！フェリー乗場へ片道送迎あり,北海道稚内市中央１丁目３番３３号,jalan,10
https://www.jalan.net/yad387798/,成田旅館,４月１日より■春の団体様限定特別割引プラン１０名様以上（団体様、学生様）担当大石まで,北海道帯広市西５条南１１丁目２４番地,jalan,11
https://www.jalan.net/yad356734/,うたのぼりグリーンパークホテル 新型コロナウイルス感染症対策,令和4年7月1日より枝幸町のオホーツクミュージアム、枝幸町観光協会とコラボし、体験プログラムを実施中！当ホテルご宿泊の方は特別価格にてご案内♪詳細は当ホテルまでお電話にてお問合せください。,北海道枝幸郡枝幸町歌登辺毛内３６６５番地,jalan,12
https://www.jalan.net/yad330926/,グリーンビレッジ美幌,自然豊かな『びほろみどりの村』に建つ木材をふんだんに使った体験型宿泊施設。女満別空港より車で15分と観光の拠点としても好立地です。ご出張、長期滞在も大歓迎♪,北海道網走郡美幌町字美禽２５８番地２,jalan,13
https://www.jalan.net/yad371975/,大黒屋旅館,創業大正７年 函館湯の川温泉のなかでも歴史は古く、2018年にて100周年を迎えました。日本建築の伝統を受け継ぐ近代和風の空間は、暖かく木肌の香りでお客様をおつつみいたします。,北海道函館市湯川町３丁目２５番１０号,jalan,14
https://www.jalan.net/yad345204/,トリフィート　ホテル＆ポッド　ニセコ 新型コロナウイルス感染症対策,テーマは「心地よい場処にようこそ。」トリフィートでは、快適にお過ごしいただくための、嬉しいチェックポイントが盛りだくさん。敷地内にはコンビニ、隣にはスーパー・百均があるので便利♪,北海道虻田郡倶知安町南十一条西１－４６－１,jalan,15
https://www.jalan.net/yad394585/,温泉ゲストハウス、美瑛白金の湯,温泉郷の中で最も源泉に近い宿で温質に定評があります。富良野、トマム、旭川にも近いので旅の拠点に如何でしょうか？古い建物のためご不便もお掛けしますが、道中の疲れを是非癒して下さい。,北海道上川郡美瑛町白金１０７３４－１,jalan,16
https://www.jalan.net/yad389734/,研修館　楡,体育館が隣接しており、合宿環境に最適。会社の研修はもちろん、家族での宿泊、長期滞在などにご利用になれます。大人数のご宿泊・合宿等でのご宿泊は、電話で承ります。,北海道上川郡和寒町三笠１０３番地　研修館楡,jalan,17
https://www.jalan.net/yad371152/,こぶしの湯あつま 新型コロナウイルス感染症対策,■無料駐車場100台■新千歳空港・苫小牧港が近距離。種類豊富なお風呂と、厚真特産の新鮮な素材が自慢のお食事で、優雅に安らぐくつろぎの空間。スポーツ施設隣接なので中期・長期滞在の合宿にもオススメ♪,北海道勇払郡厚真町字本郷２２９番地１,jalan,18
https://www.jalan.net/yad367075/,旅荘　シェアハウス富丘,公園に面した住宅街の一角　三密を避けた快適宿泊施設でお寛ぎ頂けます　マルマル1棟貸切でのご利用も可能です,北海道千歳市富丘４丁目２６番２号,jalan,19
https://www.jalan.net/yad358567/,天然豊浦温泉　しおさい,噴火湾越しに沈む陽の行方をたしなむ贅沢を味わえる温泉はまるで大海原を渡り行く船の上！豊富な湯量と源泉掛け流しで心と身体をリフレッシュ！,北海道虻田郡豊浦町字浜町１０９,jalan,20
https://www.jalan.net/yad396848/,歌才自然の家 新型コロナウイルス感染症対策,国の天然記念物「歌才ブナ林」に隣接し、木々に囲まれひっそりとたたずむ「泊まれるレストラン」。黒松内の農畜産物など地元の食材をふんだんに使ったメニューをご提供。,北海道寿都郡黒松内町黒松内５８４,jalan,21
https://www.jalan.net/yad349293/,ニセコ五色温泉旅館,「★お風呂の良かった宿ランキング北海道エリア１位★」都会の喧騒から離れ、標高７５０メートルニセコアンヌプリとイワオヌプリの登山口に位置し、あたり一面硫黄のにおいがただよう絶景の宿。,北海道虻田郡ニセコ町字ニセコ５１０番地,jalan,22
https://www.jalan.net/yad396052/,笠井旅館,コロナ対策の為、お食事処の席数を制限しております。お料理の追加注文は現地にてお受けいたしますので、お気軽にお知らせ下さい※猿払村内におけるイトウ釣り自粛のお願い（22年11月1日～23年5月31日）,北海道宗谷郡猿払村鬼志別南町１１６,jalan,23
https://www.jalan.net/yad395605/,くりやま旅館,アットホームな雰囲気と昔ながらの手作り料理で長期客多数！３０年以上続く北の隠れ家宿。※長期のお客様はご予算などご相談ください。,北海道夕張郡栗山町中央２丁目９８,jalan,24
https://www.jalan.net/yad348264/,摩周温泉　ホテル摩周,阿寒国立公園の中心地にあり、観光やビジネスの拠点にご利用頂けます。ゆったりと寛げる和室のお部屋は、全室高速インターネット接続可★24時間お好きなときに入浴できる大浴場は、贅沢な天然温泉掛け流し♪,北海道川上郡弟子屈町湯の島２－３－２２,jalan,25
https://www.jalan.net/yad325037/,グランドホテルニュー王子,苫小牧随一の眺望とグレードをお楽しみ頂けるシティホテル。樽前山を望むマウンテンサイドと苫小牧港を望むシーサイド。館内には、和食洋食中華ベーカリー＆カフェなどの多彩なレストランが揃っています。,北海道苫小牧市表町４丁目３番１号,jalan,26
https://www.jalan.net/yad380118/,ゆとりろ洞爺湖 新型コロナウイルス感染症対策,源泉から一番近く、湯の趣きや色合いが愉しめる宿。地産地消の和食会席を堪能。愛犬と泊まれるお部屋も♪全館禁煙＆Wi-Fi完備！どこか懐かしさを感じる暖かい当館をお愉しみください。,北海道虻田郡洞爺湖町洞爺湖温泉７８,jalan,27
https://www.jalan.net/yad398560/,層雲峡温泉 層雲峡観光ホテル,家族みんなで温泉、そんな想いが叶う宿。しかもそこは北海道最大級の露天風呂！湯衣着用混浴スタイルだから、まるで「家族風呂」体験のよう♪温泉を楽しむ子供の笑顔を目にやきつけ、心に残る温泉旅行を,北海道上川郡上川町層雲峡温泉,jalan,28
https://www.jalan.net/yad390436/,びふか温泉,四季折々の景観、天然泉そしてレストランでは人気の美深牛やチョウザメ料理がお客様をお出迎え。道の駅びふかに隣接し、周辺はチョウザメ館、キャンプ場、パークゴルフ場等、ご家族で楽しめる施設も充実。,北海道中川郡美深町紋穂内１３９,jalan,29
https://www.jalan.net/yad329460/,丸ス　鈴木旅館,厚岸の新鮮な海の幸、特にかき料理で有名です。おいしいかきを、焼きがき、フライ、鍋そして生でと、いろいろお楽しみください。また9月10月にはとりたてのサンマ刺も食べられます。,厚岸郡厚岸町松葉町3丁目45番地,jalan,30
https://www.jalan.net/yad379646/,厚沢部うずら温泉　四季の宿 新型コロナウイルス感染症対策,↓↓↓↓↓　●当館のウリは・・・　↓↓↓↓↓◎日帰り入浴者にも人気！効能豊か！うずら温泉◎豊かな緑と森林に囲まれた環境で、朝までぐっすり♪◎有名ホテルで修業を積んだ料理長が作る絶品中華,北海道檜山郡厚沢部町鶉町８５３番地,jalan,31
https://www.jalan.net/yad309045/,高砂温泉 新型コロナウイルス感染症対策,旭川市街を一望できる露天風呂がオープン！！レトロ商店、キッズコーナー、マンガコーナーもあり、いっぱい楽しめる♪お子様連れ人気の天然温泉付客室！自慢の大浴場には、サウナも♪,北海道旭川市高砂台８丁目２３５番地１－５,jalan,32
https://www.jalan.net/yad390380/,錦旅館,24時間入れるお風呂×アクセス至便×嬉しい持込自由★JR伊達紋別駅より徒歩で約5分！手作り＆日替りの家庭料理で長期滞在者やリピーターも満足！,北海道伊達市錦町１３番地２,jalan,33
https://www.jalan.net/yad316695/,クリフハウス・柳田旅館 新型コロナウイルス感染症対策,明治初期に船宿として始まり現在に。洋室は広さと１９３０年代の英国家具が評判。料理は活毛カニを初め新鮮な襟裳岬産魚介類を提供致します。シーカヤックであざらしウオッチングもガイド付で楽めます。,北海道幌泉郡えりも町えりも岬５９,jalan,34
https://www.jalan.net/yad341083/,二条旅館 新型コロナウイルス感染症対策,ゆったり落ち着ける温かい雰囲気で、大浴場＆サウナと地元食材を贅沢に使ったボリュームたっぷりの料理が人気！ランドリーなど設備も充実しており観光・合宿・団体や長期滞在にも対応！,北海道名寄市西２条南５丁目１－２,jalan,35
https://www.jalan.net/yad343475/,見市温泉旅館 新型コロナウイルス感染症対策,100%源泉かけ流しの温泉宿。ミネラル成分豊富なお湯は、外傷や打撲によく効き、露天風呂からの眺めも◎。お食事は、旧熊石町の名産【あわび】の他、地の海の幸や山の幸を素材を生かした調理法でご提供。,北海道二海郡八雲町熊石大谷町１３,jalan,36
https://www.jalan.net/yad388627/,温泉民宿山口,【心も体も温まる温泉民宿！】24時間入浴可能な源泉１００％掛け流し温泉と、北海道の旬の味覚を取り入れた家庭料理をご堪能ください！阿寒湖観光の立地もよし！休前日割増無しのリーズナブルな旅を応援♪,北海道釧路市阿寒町阿寒湖温泉５丁目３番２号,jalan,37
https://www.jalan.net/yad379832/,全室海側の宿　盃温泉　潮香荘 新型コロナウイルス感染症対策,潮の香りを楽しみながら日本海を望む最高の景色と石膏泉の湯。夕食には目の前の海で毎朝水揚げされる新鮮な魚介類をふんだんに使用したお料理をお楽しみください。,北海道古宇郡泊村興志内村２２０－１１,jalan,38
https://www.jalan.net/yad322133/,カルルス温泉　鈴木旅館,静かな山間の温泉日本の名湯【登別カルルス】お陰様で毎年じゃらん本誌風呂満足度高評価を頂いております。木床を使った大浴場で木枕で横になれば天然サウナ気分も味わえ、打たせ湯で肩こりもすっきり。,登別市カルルス町１２番地,jalan,39
https://www.jalan.net/yad300095/,ホテルテトラ湯の川温泉,天然温泉100％で、加温・加水・循環なしの完全かけ流し。建物は古いが空港から車で5分と立地もよく乗用車の駐車は無料。（近隣、大型バス、大型トラック駐車場は別途1080円頂戴いたします。),北海道函館市湯川町３丁目１２－１１,jalan,40
https://www.jalan.net/yad367823/,めぐみ屋 旅館,広尾町での観光やお仕事に！●Wi-Fi完備◯北海道産の海の幸中心にボリューム満点のお食事●日高山脈の鉱石風呂◯周辺コンビニ●近くの海は有名サーフポイント◯ハンターのお客様も多数ご宿泊,北海道広尾郡広尾町本通９丁目４番地,jalan,41
https://www.jalan.net/yad348920/,かなやま湖保養センター,かなやま湖森林公園の中心・６～１５畳の和室全13室/ご家族・グループ等の利用にも最適です。ロビー、客室にて無線インターネット接続のご利用頂けます。,空知郡南富良野町東鹿越,jalan,42
https://www.jalan.net/yad311625/,阿寒湖温泉　東邦館,半世紀の歴史をもつ当館は大自然に囲まれた阿寒の旅を全力でサポートいたします。釣りや登山の情報交換の場として親しまれ、長期滞在の方にも好評を頂いております。,北海道釧路市阿寒町阿寒湖温泉２―３―３,jalan,43
https://www.jalan.net/yad338168/,フロンティア フラヌイ温泉,ぬるい源泉の湯でリラックス＆リフレッシュ。ラベンダー香る日の出公園のすぐそば。旭山動物園から富良野観光・富良野スキー場への拠点や出張に最適のロケーション！JR上富良野駅徒歩１２分。,上富良野町新町4丁目4の25,jalan,44
https://www.jalan.net/yad351396/,民宿旅館サロベツ（サロベツ会館）,昭和25年「駅待合の食堂」として開業したのが始まり。近年には新館も増設し全館リニューアル。最寄駅すぐの好立地と日替りの手作り料理が好評。洗濯機・乾燥機を完備し長期滞在やビジネス・素泊りにも！,北海道天塩郡幌延町１条南１丁目６番地,jalan,45
https://www.jalan.net/yad342650/,haku hostel & cafe bar 新型コロナウイルス感染症対策,【全館禁煙・Wi-Fi無料】白老駅徒歩約3分、新千歳空港から高速利用約40分！共有キッチンは自炊可能なので長期滞在で宿泊費を抑えたい人にもオススメ。カフェでは北海道クラフトビールも楽しめます,北海道白老郡白老町大町３ー１－７,jalan,46
