https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad384736/,シアテル札幌,1
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad325287/,ホテルトレンド旭川,2
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad326891/,スワンキーホテル・オートモ,3
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad337961/,ホテル函館ロイヤル シーサイド (BBHホテルグループ),4
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad379927/,フレックステイイン函館駅前,5
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad345976/,シンプレスト函館,6
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad335396/,ビジネスインノルテ中島公園,7
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad393290/,ホテルオールインステイ函館,8
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad347193/,北海道第一ホテルサッポロ,9
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad348302/,Tabist ダイバーシティホテル シン トキワ 旭川,10
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad329344/,ウィークリーさっぽろ２０００,11
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad333564/,フレイムホテル札幌,12
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad335082/,ビジネスホテルグランディ,13
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad351201/,クレドホテル函館,14
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad311294/,ホテルアクシアイン釧路,15
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad386167/,A-GATE HOTEL 函館,16
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad330784/,ホテルニューホワイトハウス,17
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad398059/,ホテルマイステイズ札幌すすきの,18
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad329511/,ビジネスインノルテⅡ北大前,19
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad363616/,帯広天然温泉　ふく井ホテル,20
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad374496/,スマイルホテルプレミアム札幌すすきの,21
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad323197/,ホテル　サンシティー函館,22
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad363406/,ホテルマイステイズ札幌中島公園別館,23
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad348471/,アーバンホテルマルコー札幌,24
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad313253/,スマイルホテル旭川,25
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad387348/,ホテルリリーフ札幌すすきの,26
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad321150/,ティアラホテル札幌すすきの,27
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad335977/,Tabist ホテルテトラ函館駅前,28
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad384602/,ホテルエリアワン帯広（HOTEL AREAONE）,29
https://www.jalan.net/kakuyasu/010000/page1.html,https://www.jalan.net/yad340127/,ネストホテル札幌大通,30
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad327659/,ネストホテル札幌駅前,31
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad399496/,ホテル　翔　ＳＡＰＰＯＲＯ,32
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad346837/,ホテルＷＢＦ釧路,33
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad367257/,Rホテルズイン北海道旭川,34
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad390703/,レンブラントスタイル札幌,35
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad383975/,スマイルホテルプレミアム函館五稜郭,36
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad309956/,HakoBA 函館 by THE SHARE HOTELS,37
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad300000/,備長炭の湯　ホテルグランテラス千歳（ＢＢＨホテルグループ）,38
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad317320/,ホテルハシモト本館,39
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad303905/,ホテルテトラ旭川駅前,40
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad352759/,ホテルニューオビヒロ,41
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad386374/,ホテルシャロームイン２,42
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad327326/,Tabist アネックスホテルテトラ函館五稜郭,43
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad388008/,ビジネスホテルライン,44
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad390968/,Ｔマークシティホテル札幌大通,45
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad347184/,Ｔマークシティホテル札幌,46
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad309634/,ホテルアクシアイン札幌すすきの,47
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad334443/,ＧＡＲＤＥＮＳ　ＣＡＢＩＮ（ガーデンズキャビン）,48
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad327803/,ホテルパコ帯広駅前（旧ホテルパコ帯広２）,49
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad329426/,ホテルパコ帯広中央（旧ホテルパコ帯広３）,50
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad370433/,スマイルホテル苫小牧,51
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad382036/,ホテルクラウンヒルズ北見　５条通り（ＢＢＨホテルグループ）,52
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad314798/,ホテルローヤルステイ・サッポロ,53
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad310153/,薬湯風呂　ホテルグランテラス帯広（ＢＢＨホテルグループ）,54
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad368517/,VILLA KOSHIDO ODORI,55
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad326154/,ホテルウィングインターナショナル旭川駅前,56
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad396626/,ＪＲイン札幌,57
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad340656/,ホテルウィングインターナショナル千歳,58
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad321729/,ホテル札幌ガーデンパレス,59
https://www.jalan.net/kakuyasu/010000/page2.html,https://www.jalan.net/yad354751/,ビスポークホテル札幌,60
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad375045/,SAN GRAN HOTEL 札幌大通公園,61
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad302180/,ホテルリブマックスBUDGET千歳,62
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad350588/,ホテルリブマックス札幌すすきの,63
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad301808/,ビジネスホテルきたぐに,64
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad351085/,天然温泉ホテルリブマックスＰＲＥＭＩＵＭ札幌大通公園,65
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad358842/,ホテルビスタ札幌［中島公園］,66
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad347970/,ホテル・ラ・ジェント・プラザ函館北斗,67
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad349825/,ザノット札幌,68
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad389721/,センチュリオンホテル＆スパ札幌,69
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad321798/,ホテル オホーツクパレス紋別,70
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad324821/,ビジネスホテル　ホーリン,71
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad332606/,ホテル時計台,72
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad334948/,ホテルクラウンヒルズ北見別館（旧ルビーホテル）,73
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad331905/,ホテル　シャロームイン,74
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad317541/,ビジネスホテル　グランディⅡ,75
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad376804/,ホテルリブマックスBUDGET札幌,76
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad369088/,アパホテル＜ＴＫＰ札幌駅前＞,77
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad310251/,琴似グリーンホテル,78
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad315990/,スーパーホテル北見,79
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad341712/,ホテルBRS函館五稜郭タワー前,80
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad356440/,ホテルマイステイズ函館五稜郭,81
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad316570/,クインテッサホテル札幌,82
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad303435/,ホテルクラッセステイ札幌,83
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad397286/,ビジネスホテル幸楽,84
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad376608/,ファミリーホテル オノデラ,85
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad382898/,天然温泉　大雪山の湯　スーパーホテル旭川,86
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad362476/,ホテルウィングインターナショナル札幌すすきの,87
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad327425/,天然温泉 プレミアホテル-CABIN-旭川,88
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad313463/,スーパーホテル札幌・すすきの　天然温泉　空沼の湯,89
https://www.jalan.net/kakuyasu/010000/page3.html,https://www.jalan.net/yad360972/,スーパーホテル釧路駅前　天然温泉 白鳥の湯,90
https://www.jalan.net/kakuyasu/010000/page4.html,https://www.jalan.net/yad328060/,ホテルノースシティ,91
https://www.jalan.net/kakuyasu/010000/page4.html,https://www.jalan.net/yad313254/,ホテルコトニ札幌,92
https://www.jalan.net/kakuyasu/010000/page4.html,https://www.jalan.net/yad312175/,旭川キャピタルホテル,93
https://www.jalan.net/kakuyasu/010000/page4.html,https://www.jalan.net/yad373180/,ホテルパールシティ札幌（HMIホテルグループ）,94
